pond_id,region,Event date,Initial entry,Pond status,Type,Logged by,Data verification method,Data verified by,Data verification notes,Lifecycle,Current fish stocking density per acre,Current shrimp stocking density per acre,Species,Species ratio,Reported target weight in grams,Communicated stock density limit,Average fish weight (in grams),Average weight of Catla (Catla catla) (in grams),Average weight of Rohu (Labeo rohita) (in grams),Average weight of Mrigal (Cirrhinus cirrhosus) (in grams),Average weight of Grass Carp (Ctenopharyngodon idella) (in grams),Average weight of Common Carp (Cyprinus carpio) (in grams),Average weight of Roopchand (in grams),Average weight of Whiteleg Shrimp (Litopenaeus vannamei) (in grams),Average weight of Pangasius (in grams),Intended fish stocking density (per acre),Intended fish stocking density (entire pond),Actual fish stocking density (per acre),Fish stocking density (entire pond),Fish purchases diverted,Intended shrimp stocking density (per acre),Intended shrimp stocking density (entire pond),Actual shrimp stocking density (per acre),Actual shrimp stocking density (entire pond),Shrimp purchases diverted,Did the farmer do pond preparation?,Explain what the farmer did for pond preparation,Harvest reason,"Fish harvested (total, in kg)","Shrimp harvested (total, in kg)","Fish left in the pond (total, in individuals)","Shrimp left in the pond (total, in individuals)",Is the farmer planning to do pond preparation?,Explain what the farmer is planning to do for pond preparation,Notes,Lifecycle is updated accordingly on the master doc,Created at
ara2_29660d32,Eluru,08/02/2023,No,Treatment,Stocking,Nikhil,,,,,2759.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,350.0,,,,,,,,,2759,,2759.0,,0.0,,,,,,No,,,,,,,,,,,12/15/2023 11:41
ara2_f0a859d3,Eluru,08/01/2023,Yes,Assessment,Stocking,Sai,,,,,2100.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,2100,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_217d2764,Eluru,08/01/2023,Yes,Assessment,Stocking,Sai,,,,,2100.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,2100,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_6ec2f0e5,Eluru,07/28/2023,Yes,Treatment,Stocking,Sai,,,,,11707.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,25.0,,,,,,,,,11707,,11707.0,,0.0,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_50c225c4,Nellore,07/27/2023,Yes,Treatment,Stocking,Chaitanya,,,,,3571.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,40.0,,,,,,,,,3571,,3571.0,,0.0,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_83b11f44,Nellore,07/27/2023,Yes,Treatment,Stocking,Chaitanya,,,,,3261.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,40.0,,,,,,,,,3261,,3261.0,,0.0,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_fc999d29,Nellore,07/27/2023,Yes,Treatment,Stocking,Chaitanya,,,,,3333.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,40.0,,,,,,,,,3333,,3333.0,,0.0,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_d0d5f943,Nellore,07/27/2023,Yes,Treatment,Stocking,Chaitanya,,,,,3571.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,40.0,,,,,,,,,3571,,3571.0,,0.0,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_ac267ebf,Eluru,07/25/2023,Yes,Treatment,Stocking,Sai,,,,,6875.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,6875,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_0d53cd07,Nellore,07/23/2023,No,Treatment,Harvest,Chandu,,,,,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,833.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,5000,,0,0.0,Yes,,,,12/15/2023 11:41
ara2_970ce848,Eluru,07/23/2023,Yes,Treatment,Stocking,Sai,,,,,2700.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,2700,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_0b0bdb08,Nellore,07/20/2023,Yes,Treatment,Stocking,Chaitanya,,,,,2500.0,,Roopchand,,,,,,,,,,,,,2500,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_98d96403,Nellore,07/19/2023,No,Treatment,Harvest,Chandu,,,,,0.0,,Roopchand,,,,1000.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,3000,,0,0.0,No,,,,12/15/2023 11:41
ara2_78cbfd0d,Nellore,07/17/2023,No,Treatment,Partial harvest,Chandu,,,,,1000.0,,Roopchand,,,,1000.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,5000,,2500,0.0,No,,,,12/15/2023 11:41
ara2_bd12b267,Nellore,07/16/2023,No,Treatment,Harvest,Chandu,,,,,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,933.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,7000,,0,0.0,Yes,"Sun dried the pond bottom, cleared the sludge ",,,12/15/2023 11:41
ara2_a00174c4,Nellore,07/15/2023,No,Treatment,Harvest,Chandu,,,,,0.0,,Roopchand,,,,833.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,5000,,0,0.0,Yes,"Sun dry the pond bottom, add lime and bleach",,,12/15/2023 11:41
ara2_e38b9ac3,Nellore,07/15/2023,No,Treatment,Harvest,Chandu,,,,,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,600.0,,,,,,,,,,,,,,,,,,,,,,2400,,0,0.0,Yes,,,,12/15/2023 11:41
ara2_8a429bf1,Nellore,07/14/2023,No,Treatment,Stocking,Chandu,,,,,3200.0,,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,,400.0,,,,,,,,,,,3200.0,,,,,,,,Yes,Sun dried the pond bottom and added bleach and lime,,,,,,,,"Stocked 80000 Roopchand, 10000 Rohu and 6000 Catla in a 30 acre pond",,12/15/2023 11:41
ara2_79cf3b3a,Nellore,07/12/2023,Yes,Treatment,Stocking,Chandu,,,,,3594.0,,Roopchand,10,,,40.0,,,,,,,,,3594,,3594.0,,0.0,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_575536ca,Eluru,07/10/2023,Yes,Treatment,Stocking,Chaitanya,,,,Breed-out,3226.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,30.0,,,,,,,,,3226,,3226.0,,0.0,,,,,,0,,,,,,,,,,,06/15/2024 14:30
ara2_29660d32,Eluru,07/10/2023,No,Treatment,Harvest,Nikhil,,,,,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,1300.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,40000,,0,,No,,,,12/15/2023 11:41
ara2_6ea8e528,Nellore,07/10/2023,No,Treatment,Harvest,Chandu,,,,,0.0,,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,,950.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,9500,,0,0.0,Yes,,,,12/15/2023 11:41
ara2_1b6714d3,Nellore,07/10/2023,Yes,Treatment,Stocking,Chandu,,,,,2500.0,,Roopchand,,,,,,,,,,,,,2500,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_bddfa227,Nellore,07/09/2023,No,Treatment,Stocking,Chandu,,,,,3000.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,50.0,,,,,,,,,3000,,3000.0,,0.0,,,,,,Yes,Pond bottom cleared and dykes strengthened added lime,,,,,,,,2800 Rohu and 200 Catla,,12/15/2023 11:41
ara2_725e7f3b,Eluru,07/04/2023,No,Treatment,Stocking,Nagaraju P.,,,,,3500.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,450.0,,,,,,,,,3500,,3500.0,,0.0,,,,,,No,,,,,,,,,,,12/15/2023 11:41
ara2_eb39bc48,Eluru,07/04/2023,No,Treatment,Stocking,Nikhil,,,,,5000.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,80.0,,,,,,,,,5000,,5000.0,,0.0,,,,,,No,,,,,,,,,,,12/15/2023 11:41
ara2_054e57af,Eluru,07/01/2023,Yes,Treatment,Stocking,Sai,,,,,1765.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,1765,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_d53b776c,Eluru,06/30/2023,No,Treatment,Harvest,Jennifer Kirsch,,,,,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",1:1,,,900.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,13000,,0,,0,,,,12/19/2023 12:05
ara2_b8f28481,Eluru,06/18/2023,No,Treatment,Harvest,Nikhil,,,,,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,800.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,50000,,0,,No,,,,12/15/2023 11:41
ara2_1d54882b,Nellore,06/17/2023,Yes,Treatment,Stocking,Chandu,,,,,3214.0,,"Catla (Catla catla), Rohu (Labeo rohita), Roopchand",9:0.8:0.2,,,30.0,,,,,,,,,3214,,3214.0,,0.0,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_9ea43968,Eluru,06/16/2023,No,Treatment,Partial harvest,Nikhil,,,,,1613.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,950.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,11000,,25000,,No,,,,12/15/2023 11:41
ara2_65a854d9,Nellore,06/15/2023,No,Treatment,Stocking,Chandu,,,,,3000.0,,"Rohu (Labeo rohita), Catla (Catla catla), Grass Carp (Ctenopharyngodon idella)",,,,70.0,,,,,,,,,3000,,3000.0,,0.0,,,,,,Yes,"Sun dried the pond bottom, ploughed and cleared the sludge",,,,,,,,,,12/15/2023 11:41
ara2_7c20400e,Eluru,06/08/2023,Yes,Treatment,Stocking,Chaitanya,,,,,11025.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,40.0,,,,,,,,,11025,,11025.0,,0.0,,,,,,0,,,,,,,,,,,12/18/2023 05:16
ara2_cf4e9f1b,Nellore,06/05/2023,No,Treatment,Stocking,Chandu,,,,,4286.0,,"Rohu (Labeo rohita), Catla (Catla catla), Grass Carp (Ctenopharyngodon idella)",9:0.8:0.2,,,70.0,,,,,,,,,4286,,4286.0,,0.0,,,,,,Yes,Sundried pond bottom and added lime,,,,,,,,,,12/15/2023 11:41
ara2_09faa72c,Eluru,06/03/2023,No,Treatment,Stocking,Nikhil,,,,,4614.0,,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,,,,,,,,,,,3000,,3076.0,,0.0,,,,,,No,,,,,,,,,,,12/15/2023 11:41
ara2_368849b6,Eluru,06/02/2023,No,Treatment,Stocking,Nagaraju P.,,,,,2200.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,,,,,,,,,2200,,2200.0,,0.0,,,,,,No,,,,,,,,,,,12/15/2023 11:41
ara2_dfe79bad,Nellore,06/02/2023,Yes,Treatment,Stocking,Chaitanya,,,,,3000.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,400.0,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_87661414,Eluru,06/01/2023,No,Treatment,Partial stocking,Nikhil,,,,,1000.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,400.0,,,,,,,,,1000,,1000.0,,0.0,,,,,,No,,,,,,,,,,,12/15/2023 11:41
ara2_3587929e,Nellore,06/01/2023,No,Treatment,Stocking,Chaitanya,,,,,3000.0,,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,,,,,,,,,,,,,3000.0,,,,,,,,Yes,"Sun dried the pond bottom, added lime and removed the silt and strengthened the pond dykes",,,,,,,,,,12/15/2023 11:41
ara2_27f8f56a,Eluru,06/01/2023,Yes,Treatment,Stocking,Sai,,,,,2131.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,250.0,,,,,,,,,2131,,2131.0,,0.0,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_f5124b92,Eluru,06/01/2023,Yes,Treatment,Stocking,Sai,,,,,2422.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,2422,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_e985ca4a,Eluru,06/01/2023,Yes,Treatment,Stocking,Sai,,,,,55000.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,55000,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_31afc592,Eluru,06/01/2023,Yes,Treatment,Stocking,Sai,,,,,2000.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_626e23f2,Nellore,06/01/2023,Yes,Treatment,Stocking,Chaitanya,,,,Grow-out,,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_eb39bc48,Eluru,05/31/2023,No,Treatment,Harvest,Nikhil,,,,,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,330.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,13500,,,,,,,,12/15/2023 11:41
ara2_368849b6,Eluru,05/29/2023,No,Treatment,Harvest,Nagaraju P.,,,,,0.0,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,147000,,,,No,,,,12/15/2023 11:41
ara2_d891f276,Eluru,05/29/2023,No,Treatment,Stocking,Nagaraju P.,,,,,6283.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,100.0,,,,,,,,,6283,,6283.0,,0.0,,,,,,0,,,,,,,,,,,12/15/2023 11:41
ara2_ea9c93a5,Nellore,05/28/2023,No,Treatment,Stocking,Chaitanya,,,,,2909.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,,,,,,,,,,,2909.0,,,,,,,,Yes,"Sun dried the pond bottom, added lime and removed sediments in the pond bottom and strengthened the dykes.",,,,,,,,Stocked 15000 Rohu and 1000 Catla in a 5.5 acre pond,,12/15/2023 11:41
ara2_725e7f3b,Eluru,05/23/2023,No,Treatment,Harvest,Nikhil,,,,,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1400.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,80000,,0,,No,,,,12/15/2023 11:41
ara2_09faa72c,Eluru,05/22/2023,No,Treatment,Partial harvest,Nagaraju P.,,,,,1538.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,350.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,18000,,,,No,,,,12/15/2023 11:41
ara2_65a854d9,Nellore,05/21/2023,No,Treatment,Harvest,Chandu,,,,,,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,770.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,13000,,0,,Yes,"Sundried pond bottom, removed the sedimentation and strengthened the dykes",,,12/15/2023 11:41
ara2_e7d0223c,Nellore,05/20/2023,Yes,Treatment,Stocking,Chandu,,,,,2000.0,,Roopchand,,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_bddfa227,Nellore,05/19/2023,No,Treatment,Harvest,Chaitanya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned harvest,,,,,,,,,12/15/2023 11:41
ara2_9d4fb0a0,Nellore,05/19/2023,No,Treatment,Stocking,Chaitanya,,,,,3635.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,40.0,,,,,,,,,3635,,3635.0,,0.0,,,,,,Yes,Sun dried the pond bottom,,,,,,,,Stocked 3800 Rohu and 200 Catla in a 1.3 acre pond,,12/15/2023 11:41
ara2_cf4e9f1b,Nellore,05/18/2023,No,Treatment,Harvest,Chandu,,,,,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,733.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,2200,,0,0.0,Yes,Sun dried the pond bottom and added lime,,,12/15/2023 11:41
ara2_237abe57,Nellore,05/15/2023,No,Treatment,Harvest,Chaitanya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned harvest,,,,,,,,,12/15/2023 11:41
ara2_51ffa437,Eluru,05/12/2023,No,Treatment,Stocking,Nikhil,,,,,33333.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,20.0,,,,,,,,,33333,,33333.0,,0.0,,,,,,No,,,,,,,,,,,12/15/2023 11:41
ara2_51ffa437,Eluru,05/11/2023,No,Treatment,Harvest,Nikhil,,,,,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,155.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,12100,,,,,,,,12/15/2023 11:41
ara2_cb372445,Eluru,05/11/2023,No,Treatment,Stocking,Nikhil,,,,,8966.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,75.0,,,,,,,,,8966,,8966.0,,0.0,,,,,,No,,,,,,,,,,,12/15/2023 11:41
ara2_46286ebb,Eluru,05/05/2023,Yes,Treatment,Stocking,Sai,,,,,2000.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_cb372445,Eluru,05/04/2023,No,Treatment,Harvest,Nikhil,,,,,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,545.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,36000,,,,,,,,12/15/2023 11:41
ara2_7ac87fad,Eluru,05/04/2023,No,Treatment,Stocking,Nikhil,,,,,2400.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,350.0,,,,,,,,,2400,,2400.0,,0.0,,,,,,No,,,,,,,,,,,12/15/2023 11:41
ara2_3587929e,Nellore,04/25/2023,No,Treatment,Harvest,Chaitanya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned harvest,,,,,,,,,12/15/2023 11:41
ara2_7ac87fad,Eluru,04/24/2023,No,Treatment,Harvest,Nikhil,,,,,0.0,,,,,,2000.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,157000,,,,No,,,,12/15/2023 11:41
ara2_07d25a85,Nellore,04/22/2023,No,Control,Harvest,Chaitanya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned harvest,,,,,,,,,12/15/2023 11:41
ara2_17b9d7b4,Nellore,04/22/2023,No,Control,Harvest,Chaitanya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned harvest,,,,,,,,,12/15/2023 11:41
ara2_cf6f1332,Eluru,04/19/2023,No,Treatment,Partial harvest,Chaitanya,,,,,2677.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,,375.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,15000,,,,0,,,,12/15/2023 11:41
ara2_d891f276,Eluru,04/15/2023,No,Treatment,Harvest,Nagaraju P.,,,,,0.0,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,25000,,,,No,,,,12/15/2023 11:41
ara2_8a429bf1,Nellore,04/14/2023,No,Treatment,Harvest,Chaitanya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned harvest,,,,,,,,,12/15/2023 11:41
ara2_f5c44392,Eluru,04/14/2023,Yes,Treatment,Stocking,Sai,,,,,2714.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,2714,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_3f9ee6c3,Nellore,04/09/2023,No,Treatment,Harvest,Chaitanya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned harvest,,,,,,,,,12/15/2023 11:41
ara2_f4e367af,Nellore,04/04/2023,Yes,Treatment,Stocking,Chandu,,,,,2666.0,,Roopchand,,,,1100.0,,,,,,,,,2666,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_ea9c93a5,Nellore,04/01/2023,No,Treatment,Harvest,Chandu,,,,,0.0,,,,,,910.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,15500,,,,Yes,"Pond drying, Lime apply",,,12/15/2023 11:41
ara2_b0a5ed5f,Eluru,03/31/2023,No,Treatment,Stocking,Nagaraju P.,,,,,2345.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,300.0,,,,,,,,,2345,,2345.0,,0.0,,,,,,0,,,,,,,,,,,12/15/2023 11:41
ara2_cf6f1332,Eluru,03/27/2023,No,Treatment,Stocking,Nikhil,,,,,3000.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,200.0,,,,,,,,,3000,,3000.0,,0.0,,,,,,No,,,,,,,,,,,12/15/2023 11:41
ara2_09faa72c,Eluru,03/25/2023,No,Treatment,Stocking,Nagaraju P.,,,,,5400.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,200.0,,,,,,,,,2100,,2100.0,,0.0,,,,,,No,,,,,,,,,Farmer transferred his fish from his own other pond,,12/15/2023 11:41
ara2_ff85ba57,Eluru,03/25/2023,No,Treatment,Stocking,Nikhil,,,,,2500.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,250.0,,,,,,,,,2500,,2500.0,,0.0,,,,,,No,,,,,,,,,,,12/15/2023 11:41
ara2_061a901a,Eluru,03/24/2023,No,Treatment,Stocking,Nikhil,,,,,2676.0,0.0,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,250.0,,,,,,,,,2676,,2676.0,,0.0,,,,,,No,,,,,,,,,,,12/15/2023 11:41
ara2_2d9db0cb,Eluru,03/22/2023,Yes,Treatment,Stocking,Sai,,,,,2600.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,2600,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_0d53cd07,Nellore,03/18/2023,No,Treatment,Partial harvest,Chandu,,,,,2000.0,,,,,,1000.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,3000,,,,No,,,,12/15/2023 11:41
ara2_03d81c1d,Eluru,03/18/2023,No,Treatment,Partial harvest,Nagaraju P.,,,,,2200.0,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,6000,,,,No,,,,12/15/2023 11:41
ara2_ff85ba57,Eluru,03/18/2023,No,Treatment,Harvest,Nikhil,,,,,0.0,,,,,,1600.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,160000,,,,No,,He harvested at Rs-122.5/,,12/15/2023 11:41
ara2_7e358ea4,Nellore,03/15/2023,Yes,Treatment,Stocking,Chandu,,,,,3200.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,850.0,,,,,,,,,3200,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_122dd1c9,Nellore,03/15/2023,Yes,Treatment,Stocking,Chandu,,,,,3571.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,850.0,,,,,,,,,3571,,,,,,,,,,,,,,,,,,,,,12/15/2023 11:37
ara2_061a901a,Eluru,03/14/2023,No,Treatment,Harvest,Nikhil,,,,,0.0,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,120000,,,,No,,,,12/15/2023 11:41
ara2_c5671cf4,Nellore,03/14/2023,No,Control,Stocking,Nagaraju B.,,,,,4545.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,100.0,,,,,,,,,,,4545.0,,,,,,,,Yes,"Pond drying, ploughing and applied lime. ",,,,,,,,,,12/15/2023 11:41
ara2_6c015433,Nellore,03/11/2023,No,Control,Stocking,Nagaraju B.,,,,,3600.0,,"Rohu (Labeo rohita), Catla (Catla catla), Pangasius",,,,70.0,,,,,,,,,,,3600.0,,,,,,,,Yes,Pond dryed,,,,,,,,,,12/15/2023 11:41
ara2_933dba73,Nellore,03/11/2023,No,Treatment,Harvest,Chandu,,,,,0.0,,,,,,833.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,10000,,,,Yes,Pond drying ,,,12/15/2023 11:41
ara2_dedca16a,Nellore,03/11/2023,No,Treatment,Stocking,Nagaraju B.,,,,,3000.0,,"Rohu (Labeo rohita), Roopchand",,,,50.0,,,,,,,,,,,3000.0,,,,,,,,Yes,"Pond dryed, ploughing, lime applied. ",,,,,,,,,,12/15/2023 11:41
ara2_51ee6ab1,Nellore,03/05/2023,No,Treatment,Stocking,Chandu,,,,Grow-out,440.0,40000.0,"Catla (Catla catla), Grass Carp (Ctenopharyngodon idella), Whiteleg Shrimp (Litopenaeus vannamei)",9:1,,,70.0,,,,,,,,,,,440.0,,,,,40000.0,,,Yes,Pond drying,,,,,,,,,,12/15/2023 11:41
ara2_5a3d15dd,Nellore,03/04/2023,No,Treatment,Stocking,Nagaraju B.,,,,Grow-out,3462.0,,"Rohu (Labeo rohita), Roopchand",9:1,,,50.0,,,,,,,,,,,3462.0,,,,,,,,Yes,Pond drying,,,,,,,,,,12/15/2023 11:41
ara2_bf22ac2f,Nellore,03/02/2023,No,Treatment,Stocking,Nagaraju B.,,,,,2272.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,100.0,,,,,,,,,3000,,2272.0,,15637.0,,,,,,Yes,"Pond drying, lime applied. ",,,,,,,,,,12/15/2023 11:41
ara2_9eefff29,Eluru,03/02/2023,No,Treatment,Partial harvest,Nikhil,,,,,6250.0,,,,,,600.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,2000,,,,No,,He sold at Rs-107.,,12/15/2023 11:41
ara2_38a721f5,Eluru,02/28/2023,No,Treatment,Stocking,Nikhil,,,,,4000.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,80.0,,,,,,,,,5000,,3000.0,,0.0,,,,,,No,,,,,,,,,,,12/15/2023 11:41
ara2_9d4fb0a0,Nellore,02/25/2023,No,Treatment,Harvest,Chandu,,,,,0.0,,,,,,675.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,4050,,,,Yes,Pond dry,,,12/15/2023 11:41
ara2_6f5cd71e,Nellore,02/25/2023,No,Treatment,Stocking,Nagaraju B.,,,,,2300.0,35000.0,"Rohu (Labeo rohita), Whiteleg Shrimp (Litopenaeus vannamei)",,,,40.0,,,,,,,,,,,2300.0,,,,,35000.0,,,Yes,"Pond drying, lime applied, ploughing. ",,,,,,,,,,12/15/2023 11:41
ara2_87661414,Eluru,02/23/2023,No,Treatment,Harvest,Chaitanya,,,,,0.0,,,,,,1000.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,40000,,,,No,,,,12/15/2023 11:41
ara2_eb39bc48,Eluru,02/21/2023,No,Treatment,Stocking,Nagaraju P.,,,,,4444.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,80.0,,,,,,,,,5000,,4444.0,,4681.0,,,,,,No,,,,,,,,,,,12/15/2023 11:41
ara2_d53b776c,Eluru,02/21/2023,No,Treatment,Stocking,Nikhil,,,,,2500.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,400.0,,,,,,,,,2500,,2500.0,,0.0,,,,,,No,,,,,,,,,,,12/15/2023 11:41
ara2_7f636db2,Eluru,02/20/2023,No,Treatment,Harvest,Nagaraju P.,,,,,0.0,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,15000,,,,No,,,,12/15/2023 11:41
ara2_38a721f5,Eluru,02/20/2023,No,Treatment,Harvest,Nikhil,,,,,1000.0,,,,,,900.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,5000,,,,No,,,,12/15/2023 11:41
